,Sep,Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug
BRA Real,0.349735367056,0.351033540533,0.352328061187,0.353615286474,0.354891594376,0.356153393596,0.357397133663,0.358619314918,0.359816498368,0.360985315356,0.362122477045,0.36322478367
SPA Euro,1.19725669329,1.2004310258,1.20359642632,1.20674398799,1.20986485414,1.21295024324,1.21599147355,1.21897998761,1.2219073763,1.22476540246,1.22754602415,1.23024141719
