region,product,price,predicted_demand
NE,POJ,2.67,156.925184401323
NE,POJ,2.68,155.380095479169
NE,POJ,2.69,153.852205983263
NE,POJ,2.7,152.341261579742
NE,POJ,2.71,150.847012618573
NE,POJ,2.72,149.36921403043
NE,POJ,2.73,147.907625226196
NE,POJ,2.74,146.462009999044
NE,POJ,2.75,145.032136428992
NE,POJ,2.76,143.617776789881
NE,POJ,2.77,142.2187074587
NE,POJ,2.78,140.834708827188
NE,POJ,2.79,139.465565215651
NE,POJ,2.8,138.111064788925
NE,POJ,2.81,136.770999474438
NE,POJ,2.82,135.445164882297
NE,POJ,2.83,134.133360227342
NE,POJ,2.84,132.835388253132
NE,POJ,2.85,131.551055157782
NE,POJ,2.86,130.280170521617
NE,POJ,2.87,129.022547236592
NE,POJ,2.88,127.778001437411
NE,POJ,2.89,126.546352434329
NE,POJ,2.9,125.32742264756
NE,POJ,2.91,124.121037543265
NE,POJ,2.92,122.927025571071
NE,POJ,2.93,121.745218103083
NE,POJ,2.94,120.575449374341
NE,POJ,2.95,119.417556424691
NE,POJ,2.96,118.271379042025
NE,POJ,2.97,117.136759706863
NE,POJ,2.98,116.013543538224
NE,POJ,2.99,114.901578240773
NE,POJ,3,113.800714053195
NE,POJ,3.01,112.710803697761
NE,POJ,3.02,111.631702331076
NE,POJ,3.03,110.563267495944
NE,POJ,3.04,109.50535907436
NE,POJ,3.05,108.457839241561
NE,POJ,3.06,107.420572421137
NE,POJ,3.07,106.39342524116
NE,POJ,3.08,105.376266491312
NE,POJ,3.09,104.368967080976
NE,POJ,3.1,103.371399998281
NE,POJ,3.11,102.383440270056
NE,POJ,3.12,101.404964922693
NE,POJ,3.13,100.435852943873
NE,POJ,3.14,99.4759852451541
NE,POJ,3.15,98.5252446253798
NE,POJ,3.16,97.5835157349041
NE,POJ,3.17,96.6506850406022
NE,POJ,3.18,95.7266407916493
NE,POJ,3.19,94.8112729860518
NE,POJ,3.2,93.9044733379071
NE,POJ,3.21,93.0061352453776
NE,POJ,3.22,92.1161537593593
NE,POJ,3.23,91.2344255528287
NE,POJ,3.24,90.3608488908504
NE,POJ,3.25,89.4953236012305
NE,POJ,3.26,88.6377510457978
NE,POJ,3.27,87.7880340923009
NE,POJ,3.28,86.9460770869022
NE,POJ,3.29,86.1117858272569
NE,POJ,3.3,85.2850675361629
NE,POJ,3.31,84.465830835766
NE,POJ,3.32,83.6539857223089
NE,POJ,3.33,82.8494435414098
NE,POJ,3.34,82.0521169638586
NE,POJ,3.35,81.2619199619177
NE,POJ,3.36,80.4787677861166
NE,POJ,3.37,79.7025769425266
NE,POJ,3.38,78.933265170507
NE,POJ,3.39,78.1707514209082
NE,POJ,3.4,77.4149558347247
NE,POJ,3.41,76.6657997221847
NE,POJ,3.42,75.9232055422672
NE,POJ,3.43,75.1870968826365
NE,POJ,3.44,74.4573984399851
NE,POJ,3.45,73.7340360007733
NE,POJ,3.46,73.0169364223596
NE,POJ,3.47,72.3060276145102
NE,POJ,3.48,71.6012385212801
NE,POJ,3.49,70.9024991032574
NE,POJ,3.5,70.2097403201616
NE,POJ,3.51,69.5228941137891
NE,POJ,3.52,68.8418933912971
NE,POJ,3.53,68.166672008818
NE,POJ,3.54,67.4971647553986
NE,POJ,3.55,66.8333073372541
NE,POJ,3.56,66.1750363623325
NE,POJ,3.57,65.5222893251801
NE,POJ,3.58,64.8750045921038
NE,POJ,3.59,64.233121386621
NE,POJ,3.6,63.5965797751929
NE,POJ,3.61,62.9653206532339
NE,POJ,3.62,62.3392857313909
NE,POJ,3.63,61.718417522087
NE,POJ,3.64,61.1026593263235
NE,POJ,3.65,60.4919552207352
NE,POJ,3.66,59.8862500448918
NE,POJ,3.67,59.2854893888424
NE,POJ,3.68,58.689619580896
NE,POJ,3.69,58.0985876756335
NE,POJ,3.7,57.512341442146
NE,POJ,3.71,56.9308293524956
NE,POJ,3.72,56.3540005703917
NE,POJ,3.73,55.7818049400811
NE,POJ,3.74,55.2141929754438
NE,POJ,3.75,54.6511158492944
NE,POJ,3.76,54.0925253828801
NE,POJ,3.77,53.5383740355753
NE,POJ,3.78,52.9886148947658
NE,POJ,3.79,52.4432016659194
NE,POJ,3.8,51.9020886628404
NE,POJ,3.81,51.3652307981012
NE,POJ,3.82,50.8325835736505
NE,POJ,3.83,50.3041030715922
NE,POJ,3.84,49.779745945132
NE,POJ,3.85,49.2594694096892
NE,POJ,3.86,48.7432312341685
NE,POJ,3.87,48.2309897323903
NE,POJ,3.88,47.7227037546747
NE,POJ,3.89,47.2183326795774
NE,POJ,3.9,46.7178364057732
NE,POJ,3.91,46.2211753440851
NE,POJ,3.92,45.7283104096552
NE,POJ,3.93,45.2392030142546
NE,POJ,3.94,44.753815058731
NE,POJ,3.95,44.2721089255884
NE,POJ,3.96,43.7940474716985
NE,POJ,3.97,43.3195940211411
NE,POJ,3.98,42.8487123581688
NE,POJ,3.99,42.3813667202964
NE,POJ,4,41.9175217915103
NE,ROJ,1,1396.9504948319
NE,ROJ,1.01,1368.69826898767
NE,ROJ,1.02,1341.27291093375
NE,ROJ,1.03,1314.64246569456
NE,ROJ,1.04,1288.77650716899
NE,ROJ,1.05,1263.64605118487
NE,ROJ,1.06,1239.22347426788
NE,ROJ,1.07,1215.48243769954
NE,ROJ,1.08,1192.39781647439
NE,ROJ,1.09,1169.94563279859
NE,ROJ,1.1,1148.10299380082
NE,ROJ,1.11,1126.84803315374
NE,ROJ,1.12,1106.15985632747
NE,ROJ,1.13,1086.01848921949
NE,ROJ,1.14,1066.40482992481
NE,ROJ,1.15,1047.30060342906
NE,ROJ,1.16,1028.68831902372
NE,ROJ,1.17,1010.55123025818
NE,ROJ,1.18,992.873297257447
NE,ROJ,1.19,975.639151246975
NE,ROJ,1.2,958.834061138294
NE,ROJ,1.21,942.443902039599
NE,ROJ,1.22,926.455125565668
NE,ROJ,1.23,910.854731830546
NE,ROJ,1.24,895.630243014866
NE,ROJ,1.25,880.769678407433
NE,ROJ,1.26,866.261530827853
NE,ROJ,1.27,852.094744343552
NE,ROJ,1.28,838.258693200599
NE,ROJ,1.29,824.743161893359
NE,ROJ,1.3,811.538326303164
NE,ROJ,1.31,798.634735840968
NE,ROJ,1.32,786.023296533376
NE,ROJ,1.33,773.695254995508
NE,ROJ,1.34,761.642183237962
NE,ROJ,1.35,749.855964258626
NE,ROJ,1.36,738.328778373344
NE,ROJ,1.37,727.053090242452
NE,ROJ,1.38,716.021636552988
NE,ROJ,1.39,705.227414318976
NE,ROJ,1.4,694.663669764596
NE,ROJ,1.41,684.323887757281
NE,ROJ,1.42,674.201781759882
NE,ROJ,1.43,664.291284272938
NE,ROJ,1.44,654.586537739953
NE,ROJ,1.45,645.081885890194
NE,ROJ,1.46,635.771865495135
NE,ROJ,1.47,626.651198516108
NE,ROJ,1.48,617.714784622086
NE,ROJ,1.49,608.957694057792
NE,ROJ,1.5,600.375160843522
NE,ROJ,1.51,591.962576289142
NE,ROJ,1.52,583.715482805814
NE,ROJ,1.53,575.629567999899
NE,ROJ,1.54,567.700659034452
NE,ROJ,1.55,559.924717244528
NE,ROJ,1.56,552.297832993335
NE,ROJ,1.57,544.816220756994
NE,ROJ,1.58,537.476214426365
NE,ROJ,1.59,530.274262815067
NE,ROJ,1.6,523.206925363397
NE,ROJ,1.61,516.270868028453
NE,ROJ,1.62,509.462859351295
NE,ROJ,1.63,502.779766692482
NE,ROJ,1.64,496.218552627789
NE,ROJ,1.65,489.776271496374
NE,ROJ,1.66,483.450066094058
NE,ROJ,1.67,477.237164504796
NE,ROJ,1.68,471.134877063774
NE,ROJ,1.69,465.140593445921
NE,ROJ,1.7,459.251779873953
NE,ROJ,1.71,453.46597644037
NE,ROJ,1.72,447.780794538121
NE,ROJ,1.73,442.193914394935
NE,ROJ,1.74,436.703082706551
NE,ROJ,1.75,431.306110364355
NE,ROJ,1.76,426.000870273131
NE,ROJ,1.77,420.785295254874
NE,ROJ,1.78,415.657376034803
NE,ROJ,1.79,410.615159305913
NE,ROJ,1.8,405.656745868583
NE,ROJ,1.81,400.780288841939
NE,ROJ,1.82,395.983991943809
NE,ROJ,1.83,391.266107836305
NE,ROJ,1.84,386.624936534163
NE,ROJ,1.85,382.058823873148
NE,ROJ,1.86,377.566160035949
NE,ROJ,1.87,373.145378133095
NE,ROJ,1.88,368.794952836577
NE,ROJ,1.89,364.513399063943
NE,ROJ,1.9,360.299270710735
NE,ROJ,1.91,356.151159429271
NE,ROJ,1.92,352.06769345183
NE,ROJ,1.93,348.047536456404
NE,ROJ,1.94,344.089386473277
NE,ROJ,1.95,340.191974830748
NE,ROJ,1.96,336.354065138417
NE,ROJ,1.97,332.574452306501
NE,ROJ,1.98,328.851961599731
NE,ROJ,1.99,325.185447724452
NE,ROJ,2,321.573793947587
NE,ROJ,2.01,318.015911246214
NE,ROJ,2.02,314.51073748653
NE,ROJ,2.03,311.05723663107
NE,ROJ,2.04,307.65439797305
NE,ROJ,2.05,304.301235396798
NE,ROJ,2.06,300.996786663252
NE,ROJ,2.07,297.740112719559
NE,ROJ,2.08,294.530297031858
NE,ROJ,2.09,291.366444940352
NE,ROJ,2.1,288.247683035829
NE,ROJ,2.11,285.173158556813
NE,ROJ,2.12,282.142038806582
NE,ROJ,2.13,279.153510589289
NE,ROJ,2.14,276.206779664495
NE,ROJ,2.15,273.301070219411
NE,ROJ,2.16,270.43562435821
NE,ROJ,2.17,267.60970160777
NE,ROJ,2.18,264.822578439258
NE,ROJ,2.19,262.073547804957
NE,ROJ,2.2,259.361918689817
NE,ROJ,2.21,256.687015677157
NE,ROJ,2.22,254.048178528046
NE,ROJ,2.23,251.444761773849
NE,ROJ,2.24,248.876134321479
NE,ROJ,2.25,246.341679070907
NE,ROJ,2.26,243.840792544484
NE,ROJ,2.27,241.37288452768
NE,ROJ,2.28,238.937377720815
NE,ROJ,2.29,236.533707401426
NE,ROJ,2.3,234.161321096877
NE,ROJ,2.31,231.819678266876
NE,ROJ,2.32,229.508249995541
NE,ROJ,2.33,227.226518692711
NE,ROJ,2.34,224.973977804157
NE,ROJ,2.35,222.750131530423
NE,ROJ,2.36,220.554494553973
NE,ROJ,2.37,218.386591774393
NE,ROJ,2.38,216.245958051355
NE,ROJ,2.39,214.132137955101
NE,ROJ,2.4,212.044685524185
NE,ROJ,2.41,209.983164030234
NE,ROJ,2.42,207.947145749511
NE,ROJ,2.43,205.936211741028
NE,ROJ,2.44,203.949951631028
NE,ROJ,2.45,201.9879634036
NE,ROJ,2.46,200.049853197248
NE,ROJ,2.47,198.135235107205
NE,ROJ,2.48,196.243730993328
NE,ROJ,2.49,194.374970293368
NE,ROJ,2.5,192.528589841469
NE,ROJ,2.51,190.704233691718
NE,ROJ,2.52,188.901552946574
