leftover,product,storage,t
-127.42185789,POJ,S51,45.0
-77.5778245727,ROJ,S51,45.0
-149.917106396,FCOJ,S51,45.0
-43.8073140149,ORA,S35,46.0
-20.3161691483,POJ,S35,46.0
-39.4870645675,ROJ,S35,46.0
-75.7086546347,FCOJ,S35,46.0
-43.0218647814,ORA,S73,46.0
-38.8714862419,POJ,S73,46.0
-48.9673315039,ROJ,S73,46.0
8.54905972965,FCOJ,S73,46.0
-30.5458856046,ORA,S59,46.0
-45.4454967907,POJ,S59,46.0
-59.0231226283,ROJ,S59,46.0
-33.9867826443,FCOJ,S59,46.0
-84.3524050986,ORA,S51,46.0
-116.934240393,POJ,S51,46.0
-83.5046243642,ROJ,S51,46.0
-181.505113801,FCOJ,S51,46.0
-40.7695312242,ORA,S35,47.0
-31.6792827404,POJ,S35,47.0
-37.1677749258,ROJ,S35,47.0
-82.9985974818,FCOJ,S35,47.0
-38.8225396892,ORA,S73,47.0
-41.0902637591,POJ,S73,47.0
-48.3274658066,ROJ,S73,47.0
22.0798944545,FCOJ,S73,47.0
-28.291853247,ORA,S59,47.0
-47.7888672336,POJ,S59,47.0
-54.708858623,ROJ,S59,47.0
-38.4119168016,FCOJ,S59,47.0
-74.7719566141,ORA,S51,47.0
-115.23153498,POJ,S51,47.0
-77.4873299566,ROJ,S51,47.0
-227.344035235,FCOJ,S51,47.0
-43.6596730097,ORA,S35,48.0
-130.899289606,POJ,S35,48.0
-39.4798865696,ROJ,S35,48.0
-135.669424254,FCOJ,S35,48.0
-38.9694422414,ORA,S73,48.0
-36.8954415131,POJ,S73,48.0
-49.9446800021,ROJ,S73,48.0
10.4972741608,FCOJ,S73,48.0
-22.6282729229,ORA,S59,48.0
-48.0071928725,POJ,S59,48.0
-59.3859272787,ROJ,S59,48.0
-44.5606038193,FCOJ,S59,48.0
-64.731861447,ORA,S51,48.0
-115.484951145,POJ,S51,48.0
-70.9814643786,ROJ,S51,48.0
-147.116545504,FCOJ,S51,48.0
